"Ross, Dennis",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08639HCE10/DOC_0C05796259/C05796259.pdf
"Ross, Dennis",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08639HCE10/DOC_0C05796231/C05796231.pdf
H,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08640HCE10/DOC_0C05795231/C05795231.pdf
H,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08640HCE10/DOC_0C05793961/C05793961.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08639HCE10/DOC_0C05792626/C05792626.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05789124/C05789124.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05789094/C05789094.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05789088/C05789088.pdf
H,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08635HCE10/DOC_0C05788004/C05788004.pdf
H,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08635HCE10/DOC_0C05787136/C05787136.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08631HCE10/DOC_0C05785530/C05785530.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08631HCE10/DOC_0C05785288/C05785288.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08634HCE10/DOC_0C05784951/C05784951.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08634HCE10/DOC_0C05784711/C05784711.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08634HCE10/DOC_0C05784694/C05784694.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08633HCE10/DOC_0C05782925/C05782925.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08633HCE10/DOC_0C05782917/C05782917.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08633HCE10/DOC_0C05782235/C05782235.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08633HCE10/DOC_0C05782232/C05782232.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08631HCE10/DOC_0C05780602/C05780602.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05789649/C05789649.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05789767/C05789767.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08636HCE10/DOC_0C05791291/C05791291.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798219/C05798219.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798170/C05798170.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798168/C05798168.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798057/C05798057.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797218/C05797218.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798182/C05798182.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798173/C05798173.pdf
"Valmoro, Lona J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798151/C05798151.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798031/C05798031.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797988/C05797988.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798200/C05798200.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798176/C05798176.pdf
PIR,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798159/C05798159.pdf
PIR,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798157/C05798157.pdf
"Rodriguez, Miguel",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798137/C05798137.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798016/C05798016.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798010/C05798010.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797985/C05797985.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797957/C05797957.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797982/C05797982.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797938/C05797938.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797944/C05797944.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797936/C05797936.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797934/C05797934.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797299/C05797299.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797162/C05797162.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797158/C05797158.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798067/C05798067.pdf
"Sherman, Wendy R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797150/C05797150.pdf
"Sherman, Wendy R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797145/C05797145.pdf
"Sherman, Wendy R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797122/C05797122.pdf
Huma@clintonemail.com,https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797094/C05797094.pdf
"Valmoro, Lona J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798023/C05798023.pdf
"Nides, Thomas R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797878/C05797878.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797808/C05797808.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797806/C05797806.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797960/C05797960.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797928/C05797928.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797842/C05797842.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797830/C05797830.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797800/C05797800.pdf
"Hanley, Monica R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798012/C05798012.pdf
"Hanley, Monica R",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05798011/C05798011.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797990/C05797990.pdf
"Coleman, Claire L",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797924/C05797924.pdf
"Sullivan, Jacob J",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797917/C05797917.pdf
"Hanley, Monica",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797907/C05797907.pdf
"Abedin, Huma",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797881/C05797881.pdf
"Mills, Cheryl D",https://foia.state.gov/searchapp/DOCUMENTS/HRCEmail_Jan29thWeb/O-2015-08641HCE10/DOC_0C05797834/C05797834.pdf
